id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1333106765429403651,NabJaz16,"RT @DarNaqsh: Price 3500/-
Free delivery
COD available all over Pakistan https://t.co/pqQ9lPxODe",Sun Nov 29 17:53:15 +0000 2020,29/11/2020 17:53:15,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333106765429403651,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[],""media"":[{""id"":1333105097610551300,""id_str"":""1333105097610551296"",""indices"":[73,96],""media_url"":""http://pbs.twimg.com/media/EoAkBe9W4AAoKvu.jpg"",""media_url_https"":""https://pbs.twimg.com/media/EoAkBe9W4AAoKvu.jpg"",""url"":""https://t.co/pqQ9lPxODe"",""display_url"":""pic.twitter.com/pqQ9lPxODe"",""expanded_url"":""https://twitter.com/DarNaqsh/status/1333105106519289857/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":905,""h"":1280,""resize"":""fit""},""medium"":{""w"":848,""h"":1200,""resize"":""fit""},""small"":{""w"":481,""h"":680,""resize"":""fit""}},""source_status_id"":1333105106519289900,""source_status_id_str"":""1333105106519289857"",""source_user_id"":1023247311311446000,""source_user_id_str"":""1023247311311446019""}]}"
1333105627879583748,sidrasafder1,"RT @DarNaqsh: Price 3500/-
Free delivery
COD available all over Pakistan https://t.co/pqQ9lPxODe",Sun Nov 29 17:48:44 +0000 2020,29/11/2020 17:48:44,,,,,901419075401895936,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1333349102319493121/7tkHmDr9_normal.jpg,2578,420,??? ???,http://twitter.com/sidrasafder1/statuses/1333105627879583748,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[],""media"":[{""id"":1333105097610551300,""id_str"":""1333105097610551296"",""indices"":[73,96],""media_url"":""http://pbs.twimg.com/media/EoAkBe9W4AAoKvu.jpg"",""media_url_https"":""https://pbs.twimg.com/media/EoAkBe9W4AAoKvu.jpg"",""url"":""https://t.co/pqQ9lPxODe"",""display_url"":""pic.twitter.com/pqQ9lPxODe"",""expanded_url"":""https://twitter.com/DarNaqsh/status/1333105106519289857/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":905,""h"":1280,""resize"":""fit""},""medium"":{""w"":848,""h"":1200,""resize"":""fit""},""small"":{""w"":481,""h"":680,""resize"":""fit""}},""source_status_id"":1333105106519289900,""source_status_id_str"":""1333105106519289857"",""source_user_id"":1023247311311446000,""source_user_id_str"":""1023247311311446019""}]}"
1333105106519289857,DarNaqsh,"Price 3500/-
Free delivery
COD available all over Pakistan https://t.co/pqQ9lPxODe",Sun Nov 29 17:46:39 +0000 2020,29/11/2020 17:46:39,,,1023247311311446019,DarNaqsh,1023247311311446019,1333105019298717701,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1043734446778843136/ZVi9M1ue_normal.jpg,275,257,"Lahore, Pakistan",http://twitter.com/DarNaqsh/statuses/1333105106519289857,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1333105097610551300,""id_str"":""1333105097610551296"",""indices"":[59,82],""media_url"":""http://pbs.twimg.com/media/EoAkBe9W4AAoKvu.jpg"",""media_url_https"":""https://pbs.twimg.com/media/EoAkBe9W4AAoKvu.jpg"",""url"":""https://t.co/pqQ9lPxODe"",""display_url"":""pic.twitter.com/pqQ9lPxODe"",""expanded_url"":""https://twitter.com/DarNaqsh/status/1333105106519289857/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":905,""h"":1280,""resize"":""fit""},""medium"":{""w"":848,""h"":1200,""resize"":""fit""},""small"":{""w"":481,""h"":680,""resize"":""fit""}}}]}"
1333104978781736966,The_shariff,"@ImranRiazKhan Dear Imran saab, even I live in UK, I watch your YouTube regularly it seems speaking the truth in Pakistan has price.",Sun Nov 29 17:46:09 +0000 2020,29/11/2020 17:46:09,,,1454557225,ImranRiazKhan,30438998,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1109418437/photo_normal.jpg,54,145,Manchester ,http://twitter.com/The_shariff/statuses/1333104978781736966,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ImranRiazKhan"",""name"":""Imran Khan"",""id"":1454557225,""id_str"":""1454557225"",""indices"":[0,14]}],""urls"":[]}"
1333101301547347972,NabJaz16,"RT @DarNaqsh: *VELVET SHAWLS NEW ARRIVAL*
  *RANG RASSIYA*
*• Extraordinary Heavy Embroidered with  sequence*
 *TWO SIDE HEAVY EMBROIDED PALLU BORDER WITH PIPING*
*• 2.50yards *
*ROYAL BLUE*
 *LIMITED STOCK AVAILABLE*
*CONFIRM YOUR ORDERS NOW*
Price 3500 (Free Delivery) COD all over Pakistan https://t.co/Nv2DurA2Bv",Sun Nov 29 17:31:32 +0000 2020,29/11/2020 17:31:32,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101301547347972,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101286661775362,NabJaz16,"RT @DarNaqsh: Ajrak design embroidery 3pc dress 

We Have Wide Range Of, Sindhi Ajrak Dress Ajrak Embroidery &amp; Traditional Dresses
Linen stuff shirt and trouser Chiffoun Duppata 
Price 2600 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/2RJQuETpmv",Sun Nov 29 17:31:29 +0000 2020,29/11/2020 17:31:29,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101286661775362,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101271570583556,NabJaz16,"RT @DarNaqsh: Aari Embroidered lite Marina 3 pcs suits with embroidered trouser &amp; Shawl  2 side Embroidery
3 pcs suits 
Price 3000 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/q5K3R0hqP3",Sun Nov 29 17:31:25 +0000 2020,29/11/2020 17:31:25,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101271570583556,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101254202056704,NabJaz16,"RT @DarNaqsh: Aari Embroidered lite Marina 3 pcs suits with embroidered trouser &amp; Shawl  2 side Embroidery
3 pcs suits 
Price 3000 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/unj6Cw0lbk",Sun Nov 29 17:31:21 +0000 2020,29/11/2020 17:31:21,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101254202056704,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101240620888067,NabJaz16,"RT @DarNaqsh: Aari Embroidered lite Marina 3 pcs suits with embroidered trouser &amp; Shawl  2 side Embroidery
3 pcs suits 
Price 3000 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/Lq4Zo0t2ft",Sun Nov 29 17:31:18 +0000 2020,29/11/2020 17:31:18,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101240620888067,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101227274506240,NabJaz16,"RT @DarNaqsh: Aari Embroidered lite Marina 3 pcs suits with embroidered trouser &amp; Shawl  2 side Embroidery
3 pcs suits 
Price 3000 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/Q7fU5fPCFT",Sun Nov 29 17:31:15 +0000 2020,29/11/2020 17:31:15,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101227274506240,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101213097881604,NabJaz16,"RT @DarNaqsh: *VELVET SHAWLS EMBROIDERED*
*4 SIDE DOUBLE BORDER*

*3 COLOURS AVAILABLE*
 
 *BLACK*
 *MAROON*
 *NAVY BLUE*

Price 3800 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/ChKfLQJm4e",Sun Nov 29 17:31:11 +0000 2020,29/11/2020 17:31:11,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101213097881604,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101199323787265,NabJaz16,"RT @DarNaqsh: Chiffon heavy embroidered  work sleeves with 3 type embroidered  work sleeves border  
Digital silk printed dupatta with 4 side heavy embroidered work lace &amp; attachment
Jamawar trouser with heavy embroidered  work gheera  boarder  
Price 5000 (Free Delivery) COD all over Pakistan https://t.co/dUrp400Jdw",Sun Nov 29 17:31:08 +0000 2020,29/11/2020 17:31:08,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101199323787265,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101170735411200,NabJaz16,"RT @DarNaqsh: and Embroidered
Bbm
*Colours:*
• Royal Blue
• Black 
• Mehroon

Price 3900 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/IFUietr0TM",Sun Nov 29 17:31:01 +0000 2020,29/11/2020 17:31:01,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101170735411200,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101139399733249,NabJaz16,"RT @DarNaqsh: Sleeves Fully Embroidered With Mirror Work
Dupatta On Net Fully Embroidered With Sequins Work Handwork?? With 4 Sided Appliqué With Embroidered Border With Handwork?? And Hanging Tassels Coins On Pallu 
Trouser Inner On Satin Silk 
Price 7000 (Free Delivery) COD all over Pakistan https://t.co/fj8St89eae",Sun Nov 29 17:30:54 +0000 2020,29/11/2020 17:30:54,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101139399733249,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101090120880129,NabJaz16,"RT @DarNaqsh: Dupatta On Net Fully Embroidered With 2 Sided Heavy Embroidered Pallu With Hanging Tassels 

Trouser And Inner On Satin Silk 

Price 5000 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/pvKON5OFIt",Sun Nov 29 17:30:42 +0000 2020,29/11/2020 17:30:42,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101090120880129,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101032608587779,NabJaz16,"RT @DarNaqsh: *SELVES  EMBEDDED*
*DUPPTA PURE
MAYSOORI 4 SIDE HEAVY EMB WORK ATTACHED PALLU QUEEN WORK*
  *EXCELLENT QUALITY*

Price 5500 (Free Delivery) Cash on Delivery all over Pakistan https://t.co/7KaMrW1MpL",Sun Nov 29 17:30:28 +0000 2020,29/11/2020 17:30:28,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101032608587779,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
1333101000450781186,NabJaz16,"RT @DarNaqsh: *Brand Grace*
*Fabric | Irish*
*Exclusive Suiting Fabric 2020*
*Fabric Measurement 4.00 meter*
1.85 Meter~73” inches  ??? 
*9 different colors*
Fabric and Color 100 % Guaranteed
Airjet Fabric
Price 2500/-
Free delivery
COD available all over Pakistan https://t.co/NOMWPxM1Gn",Sun Nov 29 17:30:20 +0000 2020,29/11/2020 17:30:20,,,,,245705634,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331654773595140100/xZUSjsJt_normal.jpg,5026,304,Lahore,http://twitter.com/NabJaz16/statuses/1333101000450781186,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DarNaqsh"",""name"":""NaqshEDar"",""id"":1023247311311446000,""id_str"":""1023247311311446019"",""indices"":[3,12]}],""urls"":[]}"
